cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene
2078	chrI	70203	70329	-	70291	7.449696	1.55202	70229	70304	76	YAL039C
2079	chrI	70488	70508	-	70506	1.241616	0.620808	70488	70508	21	YAL039C
2110	chrI	85438	85495	-	85439	12.726561	9.001713	85439	85447	9	NA
2111	chrI	85525	85578	-	85570	8.070503	3.104039	85544	85576	33	NA
2112	chrI	85838	85876	-	85839	4.035251	2.172827	85838	85862	25	NA
2113	chrI	85955	85955	-	85955	1.241616	1.241616	85955	85955	1	NA
2114	chrI	86172	86174	-	86173	1.55202	0.931212	86172	86174	3	NA
2116	chrI	86639	86659	-	86639	2.172828	0.620808	86639	86659	21	NA
2117	chrI	86836	86894	-	86876	2.793636	0.931212	86836	86894	59	NA
2066	chrI	67786	67949	-	67844	848.954675	320.026422	67833	67850	18	YAL040C
2067	chrI	68033	68120	-	68071	9.312119	1.862423	68038	68109	72	YAL040C
2068	chrI	68168	68219	-	68206	14.588985	7.449694	68173	68215	43	YAL040C
2120	chrI	88028	88070	-	88069	3.724848	1.55202	88051	88069	19	NA
2121	chrI	88228	88356	-	88262	9.001714	1.862423	88257	88343	87	NA
2122	chrI	88463	88592	-	88484	3.414444	0.620808	88483	88588	106	NA
2123	chrI	88625	88637	-	88631	1.862424	0.931212	88625	88637	13	NA
2125	chrI	88832	88864	-	88832	1.241616	0.310404	88832	88864	33	NA
2126	chrI	89274	89366	-	89331	22.659487	4.966462	89280	89363	84	NA
2127	chrI	89447	89603	-	89474	32.28201	3.414443	89455	89558	104	NA
2128	chrI	89634	89825	-	89803	19.555449	3.104039	89636	89804	169	NA
2129	chrI	90051	90066	-	90065	3.724847	2.793635	90065	90066	2	NA
2130	chrI	90326	90353	-	90326	2.483232	1.55202	90326	90353	28	NA
2132	chrI	90766	90795	-	90794	1.241616	0.620808	90766	90795	30	NA
2133	chrI	91002	91049	-	91049	9.312119	2.793635	91008	91049	42	NA
2135	chrI	91538	91583	-	91538	9.932926	4.035251	91538	91557	20	NA
2136	chrI	91802	91903	-	91829	5.587271	2.172827	91808	91899	92	NA
109	chrI	62748	62842	+	62776	267.878569	86.292284	62773	62819	47	YAL041W
144	chrI	76502	76730	+	76676	769.491286	144.958622	76570	76703	134	NA
145	chrI	76760	76940	+	76931	1240.994811	713.618568	76843	76931	89	NA
146	chrI	77031	77451	+	77031	771.974535	94.67319	77031	77430	400	NA
155	chrI	78527	78948	+	78795	70.461699	6.518482	78592	78845	254	NA
2056	chrI	62500	62571	-	62529	16.451408	5.58727	62517	62543	27	YAL042C-A
106	chrI	61254	61309	+	61300	1175.189173	466.847467	61274	61300	27	YAL042W
2054	chrI	61008	61101	-	61058	45.008569	7.449694	61053	61093	41	YAL043C
2055	chrI	61329	61341	-	61329	1.241616	0.310404	61329	61341	13	YAL043C
2146	chrI	96755	96772	-	96761	3.104039	2.172827	96755	96772	18	NA
2148	chrI	97149	97220	-	97217	4.966463	1.862423	97157	97217	61	NA
2150	chrI	97398	97469	-	97441	4.65606	1.241616	97398	97450	53	NA
2151	chrI	97500	97597	-	97580	5.897676	1.241616	97522	97597	76	NA
2152	chrI	97700	97701	-	97700	4.035251	3.414443	97700	97701	2	NA
2153	chrI	98061	98159	-	98075	3.724848	0.620808	98064	98158	95	NA
2154	chrI	98233	98255	-	98233	1.862424	0.620808	98233	98255	23	NA
2156	chrI	98707	98709	-	98709	3.414443	2.483231	98707	98709	3	NA
2157	chrI	98820	98841	-	98820	2.172828	0.310404	98820	98841	22	NA
2158	chrI	98924	98932	-	98929	2.793636	1.55202	98924	98932	9	NA
2159	chrI	99108	99316	-	99165	21.417873	6.828886	99150	99300	151	NA
2160	chrI	99353	99370	-	99370	5.897674	4.966462	99357	99370	14	NA
2162	chrI	99649	99682	-	99654	27.315545	20.176254	99651	99654	4	NA
2045	chrI	58463	58524	-	58476	2436.670621	838.71134	58466	58476	11	YAL044C
2164	chrI	100374	101055	-	100757	156.443585	6.828886	100501	100881	381	NA
98	chrI	56531	56574	+	56555	4.65606	1.55202	56531	56574	44	YAL044W-A
99	chrI	56666	56693	+	56688	7.139291	2.793635	56666	56693	28	YAL044W-A
100	chrI	56951	57006	+	57006	5.587271	1.862423	56964	57006	43	YAL044W-A
102	chrI	57425	57532	+	57506	1719.948018	713.618568	57496	57524	29	YAL044W-A
166	chrI	82828	83072	+	82956	63.322404	22.659485	82895	83041	147	NA
2043	chrI	57999	58093	-	58085	3.10404	0.620808	58001	58085	85	YAL045C
2166	chrI	101809	101814	-	101809	1.55202	0.620808	101809	101814	6	NA
2167	chrI	102387	102396	-	102387	1.241616	0.931212	102387	102396	10	NA
2169	chrI	102765	102798	-	102765	1.241616	0.620808	102765	102798	34	NA
2170	chrI	102885	102961	-	102956	2.483232	0.620808	102885	102961	77	NA
2171	chrI	103090	103097	-	103091	3.724848	1.55202	103090	103097	8	NA
2172	chrI	103385	103385	-	103385	1.241616	1.241616	103385	103385	1	NA
2173	chrI	103530	103565	-	103542	1.241616	0.620808	103530	103565	36	NA
2174	chrI	103648	103790	-	103711	7.139292	0.931212	103691	103784	94	NA
2175	chrI	103823	103889	-	103851	3.414444	1.55202	103829	103862	34	NA
2176	chrI	104022	104046	-	104022	2.483232	0.931212	104022	104046	25	NA
2179	chrI	104644	104684	-	104645	1.55202	0.620808	104644	104684	41	NA
2180	chrI	104971	104971	-	104971	2.172827	2.172827	104971	104971	1	NA
2181	chrI	105252	105271	-	105252	1.55202	0.931212	105252	105271	20	NA
2182	chrI	105562	105589	-	105563	1.241616	0.620808	105562	105589	28	NA
2183	chrI	105733	105734	-	105733	1.241616	0.931212	105733	105734	2	NA
2185	chrI	106403	106433	-	106423	5.276867	4.345655	106415	106423	9	NA
2186	chrI	106508	106622	-	106598	13.968178	7.760098	106572	106598	27	NA
2187	chrI	106703	106768	-	106715	2.793636	0.620808	106703	106768	66	NA
2188	chrI	106915	106939	-	106915	1.241616	0.931212	106915	106939	25	NA
2189	chrI	106997	107085	-	107044	8.691311	2.172827	106998	107065	68	NA
2190	chrI	107133	107391	-	107227	23.590702	7.760098	107163	107370	208	NA
2191	chrI	107480	107895	-	107794	46.870999	4.966462	107531	107796	266	NA
2192	chrI	108175	108188	-	108185	2.483232	0.931212	108175	108188	14	NA
2193	chrI	108356	108431	-	108375	3.414444	0.620808	108375	108428	54	NA
2040	chrI	56833	56906	-	56886	129.128027	43.456546	56861	56886	26	YAL047C
2041	chrI	57189	57268	-	57195	2.793636	0.620808	57189	57268	80	YAL047C
2196	chrI	109316	109455	-	109316	4.966464	0.620808	109316	109455	140	NA
2199	chrI	109699	109704	-	109701	2.483232	0.931212	109699	109704	6	NA
2200	chrI	109971	109991	-	109971	1.862424	0.931212	109971	109991	21	NA
96	chrI	54181	54270	+	54181	5.897676	1.241616	54181	54252	72	YAL047W-A
2034	chrI	54741	54837	-	54790	54.320687	21.728273	54766	54804	39	YAL048C
2035	chrI	55241	55282	-	55241	1.55202	0.620808	55241	55282	42	YAL048C
2204	chrI	110937	111030	-	110973	15.520198	3.414443	110950	110989	40	NA
2206	chrI	111564	111613	-	111568	1.862424	0.620808	111564	111613	50	NA
2207	chrI	111906	111924	-	111906	1.241616	0.620808	111906	111924	19	NA
2208	chrI	112092	112118	-	112099	2.172828	1.241616	112092	112118	27	NA
2209	chrI	112472	112490	-	112474	3.10404	1.241616	112472	112474	3	NA
2211	chrI	112820	112846	-	112844	6.208078	3.414443	112844	112845	2	NA
2212	chrI	112920	113047	-	113035	6.828888	1.55202	112949	113036	88	NA
2213	chrI	113202	113218	-	113216	9.932925	3.724847	113216	113218	3	NA
2025	chrI	52616	52710	-	52651	384.280031	77.290571	52617	52669	53	YAL049C
2216	chrI	114026	114102	-	114063	3.414444	0.620808	114047	114087	41	NA
2217	chrI	114258	114518	-	114439	9.622524	1.241616	114283	114510	228	NA
85	chrI	48444	49116	+	48555	293.331703	40.352507	48511	48795	285	YAL051W
75	chrI	45654	46305	+	45810	2536.931102	486.713316	45749	45877	129	YAL053W
2015	chrI	45055	45104	-	45063	218.213945	81.636226	45059	45073	15	YAL054C
2018	chrI	45624	45708	-	45672	16.141005	4.656059	45655	45708	54	YAL054C
2219	chrI	118754	118794	-	118784	1.862424	0.931212	118754	118794	41	NA
69	chrI	42107	42231	+	42155	354.481262	71.703301	42154	42185	32	YAL055W
182	chrI	95028	95179	+	95173	54.010284	10.553733	95062	95173	112	NA
59	chrI	39163	39279	+	39215	379.934379	73.255321	39201	39253	53	YAL056W
51	chrI	37283	37422	+	37415	94.983597	51.216644	37378	37419	42	YAL058W
187	chrI	115125	115373	+	115195	25.453125	3.724847	115159	115353	195	NA
190	chrI	115610	115718	+	115718	7.449695	1.862423	115640	115718	79	NA
191	chrI	115934	116161	+	116101	41.594131	5.276866	116005	116133	129	NA
192	chrI	116203	116272	+	116255	5.587272	0.931212	116205	116258	54	NA
193	chrI	116441	116492	+	116441	3.724848	1.241616	116441	116470	30	NA
196	chrI	117033	117088	+	117088	2.172828	0.931212	117033	117088	56	NA
197	chrI	117817	117894	+	117870	6.518483	2.483231	117825	117871	47	NA
2005	chrI	37252	37286	-	37252	3.414444	1.241616	37252	37286	35	YAL059C-A
2222	chrI	124994	125031	-	124994	3.104039	2.172827	124994	125031	38	NA
202	chrI	120148	120361	+	120279	18.934643	3.414443	120207	120327	121	NA
204	chrI	120574	120609	+	120588	1.862424	1.241616	120574	120609	36	NA
205	chrI	120725	120774	+	120767	4.65606	0.931212	120738	120774	37	NA
207	chrI	121091	121117	+	121091	2.483232	1.241616	121091	121117	27	NA
209	chrI	121775	121800	+	121777	1.241616	0.620808	121775	121800	26	NA
211	chrI	122039	122112	+	122084	4.035252	1.241616	122067	122097	31	NA
212	chrI	122288	122296	+	122296	2.172828	0.931212	122288	122296	9	NA
214	chrI	122471	122486	+	122471	1.55202	1.241616	122471	122486	16	NA
216	chrI	122721	122769	+	122743	3.724848	0.620808	122743	122767	25	NA
217	chrI	122831	123066	+	122933	6.20808	0.931212	122856	123045	190	NA
219	chrI	123131	123180	+	123141	3.414444	0.931212	123139	123165	27	NA
220	chrI	123315	123341	+	123322	2.793636	0.931212	123315	123341	27	NA
221	chrI	123409	123465	+	123430	1.862424	0.620808	123409	123465	57	NA
222	chrI	123502	123602	+	123532	8.691311	3.104039	123531	123593	63	NA
223	chrI	123687	123690	+	123687	1.862424	0.931212	123687	123690	4	NA
224	chrI	123843	123921	+	123875	3.724848	0.931212	123869	123917	49	NA
46	chrI	34783	35107	+	35107	746.831792	381.17599	35057	35107	51	YAL060W
230	chrI	125630	125775	+	125763	17.693023	11.484944	125710	125763	54	NA
41	chrI	33181	33185	+	33181	2.172828	1.241616	33181	33185	5	YAL061W
42	chrI	33270	33365	+	33359	1512.287807	1037.369836	33348	33362	15	YAL061W
240	chrI	129339	129694	+	129450	103.674913	13.347368	129376	129693	318	NA
33	chrI	31026	31151	+	31108	48.112608	17.072215	31108	31145	38	YAL062W
34	chrI	31187	31263	+	31242	320.026426	122.609541	31212	31242	31	YAL062W
36	chrI	31515	31581	+	31521	36.627663	10.553733	31521	31572	52	YAL062W
244	chrI	130923	131592	+	131114	164.514088	14.899387	131018	131336	319	NA
1982	chrI	28438	28576	-	28471	10.553734	2.793635	28459	28538	80	YAL063C
2224	chrI	126968	127348	-	127207	57.424732	7.13929	127017	127221	205	NA
2225	chrI	127381	127419	-	127406	4.035252	1.55202	127386	127406	21	NA
2227	chrI	127476	127586	-	127575	20.486661	7.760098	127514	127575	62	NA
2229	chrI	127617	127792	-	127748	25.763528	5.58727	127681	127755	75	NA
2230	chrI	127831	127998	-	127938	34.144433	5.276866	127879	127951	73	NA
1976	chrI	23186	23242	-	23233	4.65606	1.55202	23211	23239	29	YAL063C-A
1977	chrI	23604	23645	-	23639	6.518483	2.172827	23604	23639	36	YAL063C-A
2234	chrI	128656	128713	-	128656	7.139292	1.55202	128656	128676	21	NA
2238	chrI	134609	134667	-	134611	3.414444	0.620808	134611	134662	52	NA
2241	chrI	135075	135081	-	135076	1.55202	0.620808	135075	135081	7	NA
2244	chrI	135531	135593	-	135535	4.966464	1.241616	135535	135593	59	NA
248	chrI	132491	132630	+	132498	18.624238	2.793635	132497	132625	129	NA
249	chrI	132917	132927	+	132917	2.793636	0.931212	132917	132927	11	NA
251	chrI	133087	133094	+	133094	1.241616	0.620808	133087	133094	8	NA
252	chrI	133232	133379	+	133270	12.105754	1.862423	133250	133354	105	NA
253	chrI	133525	133570	+	133525	2.483232	0.620808	133525	133570	46	NA
7	chrI	11253	11343	+	11329	40.662913	17.693022	11275	11329	55	YAL064W-B
256	chrI	136009	136172	+	136106	20.176256	3.104039	136052	136169	118	NA
258	chrI	136288	136371	+	136335	17.382621	3.104039	136288	136336	49	NA
2252	chrI	137845	138301	-	138048	128.817631	12.72656	137997	138191	195	NA
5	chrI	9325	9411	+	9327	4.966464	1.241616	9327	9391	65	YAL066W
6	chrI	9442	9479	+	9442	3.414443	1.862423	9442	9468	27	YAL066W
261	chrI	136976	137448	+	137173	112.366228	11.795348	137053	137326	274	NA
2257	chrI	139657	139814	-	139724	12.105756	1.55202	139679	139805	127	NA
2259	chrI	140144	140262	-	140236	27.625951	8.070501	140168	140237	70	NA
2260	chrI	140461	140533	-	140471	34.144433	11.484944	140471	140522	52	NA
2261	chrI	140656	140712	-	140687	46.560588	19.86585	140664	140693	30	NA
2262	chrI	141182	141392	-	141230	304.195835	31.04039	141213	141382	170	NA
2270	chrI	148050	148159	-	148052	8.070503	1.862423	148051	148122	72	NA
2271	chrI	148219	148250	-	148250	1.55202	0.620808	148219	148250	32	NA
2272	chrI	148627	148695	-	148627	4.345656	1.241616	148627	148695	69	NA
2274	chrI	148902	148997	-	148909	5.276868	0.931212	148906	148983	78	NA
2275	chrI	149057	149471	-	149374	38.800496	5.276866	149178	149447	270	NA
2276	chrI	149526	149568	-	149552	1.241616	0.620808	149526	149568	43	NA
2277	chrI	149708	149783	-	149747	6.828887	1.862423	149723	149783	61	NA
2278	chrI	149907	149915	-	149914	4.656059	3.104039	149911	149915	5	NA
2279	chrI	150119	150445	-	150184	27.625952	9.001713	150161	150385	225	NA
2281	chrI	150491	150722	-	150674	56.183116	4.345655	150495	150706	212	NA
2282	chrI	150757	151063	-	150983	27.625954	2.793635	150819	151041	223	NA
269	chrI	142254	142446	+	142422	48.733416	5.58727	142256	142431	176	NA
270	chrI	142596	142669	+	142669	663.953945	625.153456	142669	142669	1	NA
271	chrI	142741	142894	+	142840	270.982618	85.050669	142766	142868	103	NA
272	chrI	142924	143131	+	143111	103.054109	16.141003	142930	143117	188	NA
275	chrI	143848	143873	+	143873	1.55202	1.241616	143848	143873	26	NA
276	chrI	143961	144114	+	144066	9.312119	2.483231	143982	144102	121	NA
278	chrI	144305	144306	+	144305	1.862424	1.241616	144305	144306	2	NA
280	chrI	144636	144677	+	144655	2.172828	1.241616	144636	144677	42	NA
283	chrI	145415	145420	+	145415	1.55202	0.620808	145415	145420	6	NA
284	chrI	145546	145612	+	145546	1.241616	0.310404	145546	145612	67	NA
286	chrI	146152	146154	+	146152	1.55202	0.931212	146152	146154	3	NA
2286	chrI	154271	154477	-	154379	49.975033	8.380905	154303	154446	144	NA
2287	chrI	154731	154814	-	154740	1677.733088	902.033735	154740	154754	15	YAR002C-A
289	chrI	151769	151805	+	151772	5.897676	1.241616	151769	151805	37	YAR002W
290	chrI	152161	152233	+	152215	428.978194	268.18897	152208	152226	19	YAR002W
291	chrI	152475	152548	+	152543	9.932926	5.276866	152476	152543	68	NA
292	chrI	152676	152796	+	152782	9.622524	1.55202	152677	152787	111	NA
293	chrI	152998	153229	+	153032	12.726563	2.483231	153024	153185	162	NA
296	chrI	154876	154988	+	154958	144.648221	40.973315	154920	154964	45	YAR003W
300	chrI	155890	156164	+	155944	43.14615	8.070501	155913	156064	152	NA
2291	chrI	157836	157866	-	157865	9.001714	3.414443	157842	157866	25	NA
2292	chrI	158160	158234	-	158199	9.001715	1.862423	158162	158220	59	NA
2293	chrI	158283	158392	-	158390	10.553734	2.793635	158313	158391	79	NA
2294	chrI	158424	158560	-	158503	12.726563	4.656059	158440	158538	99	NA
2295	chrI	158637	158722	-	158661	244.598278	49.35422	158649	158696	48	YAR007C
302	chrI	158796	158906	+	158864	201.141731	33.213217	158847	158891	45	YAR008W
303	chrI	159091	159112	+	159091	4.035251	3.724847	159091	159091	1	NA
2297	chrI	161343	161395	-	161395	6.828888	1.241616	161343	161395	53	NA
2299	chrI	164039	164100	-	164094	10.864138	4.966462	164042	164094	53	NA
2304	chrI	167888	167997	-	167936	13.34737	1.862423	167910	167978	69	NA
2305	chrI	168065	168157	-	168157	18.624236	10.243329	168100	168157	58	NA
2308	chrI	168587	168663	-	168619	33.834026	9.312117	168615	168637	23	NA
2310	chrI	169012	169061	-	169021	638.190423	316.922383	169016	169027	12	YAR014C
307	chrI	169220	169336	+	169325	6763.700998	2376.14186	169282	169330	49	YAR015W
310	chrI	169617	170149	+	169925	152.718735	35.386045	169685	169996	312	NA
2312	chrI	170713	170835	-	170759	6.828887	2.172827	170726	170809	84	NA
2314	chrI	171367	171382	-	171378	3.414443	2.172827	171378	171379	2	NA
2315	chrI	171693	171768	-	171711	137.198526	48.423009	171699	171744	46	YAR018C
2316	chrI	171917	171988	-	171940	3.104039	1.862423	171917	171988	72	YAR018C
2317	chrI	173565	173605	-	173604	1.862424	0.620808	173565	173605	41	NA
2318	chrI	173721	173730	-	173721	2.172828	0.931212	173721	173730	10	NA
2320	chrI	174112	174202	-	174126	2.793636	0.620808	174112	174202	91	NA
2322	chrI	174554	174600	-	174555	4.345656	1.241616	174554	174598	45	NA
2323	chrI	174688	174757	-	174737	3.414444	0.931212	174700	174738	39	NA
2324	chrI	174947	174987	-	174972	1.55202	0.931212	174947	174987	41	NA
2325	chrI	175120	175197	-	175135	37.869278	8.691309	175135	175187	53	YAR019C
315	chrI	175270	175350	+	175312	73.87613	22.038677	175298	175342	45	NA
2326	chrI	176972	176996	-	176972	3.10404	1.241616	176972	176990	19	NA
2328	chrI	177281	177362	-	177358	3.414444	0.931212	177308	177362	55	YAR020C
2330	chrI	179682	179742	-	179739	8.69131	2.172827	179696	179742	47	NA
2331	chrI	180023	180188	-	180051	76.98017	18.003426	180051	180108	58	YAR023C
2333	chrI	180658	180672	-	180658	2.483232	1.55202	180658	180672	15	YAR023C
323	chrI	182887	182933	+	182899	4.035252	0.931212	182899	182923	25	YAR027W
325	chrI	183372	183380	+	183380	103.054096	101.502076	183380	183380	1	YAR027W
326	chrI	183588	184146	+	183688	496.956664	71.392897	183682	183929	248	YAR027W
328	chrI	184187	184360	+	184268	36.317261	8.691309	184189	184299	111	NA
329	chrI	184800	184892	+	184876	564.314297	188.415168	184845	184881	37	YAR028W
331	chrI	185202	185264	+	185231	28.867565	6.518482	185229	185264	36	NA
333	chrI	185873	185952	+	185918	21.417871	9.312117	185902	185937	36	YAR029W
335	chrI	186107	186109	+	186109	3.414443	2.483231	186107	186109	3	YAR029W
336	chrI	186283	186318	+	186296	3.724848	0.620808	186290	186314	25	YAR029W
2345	chrI	187246	187281	-	187257	4.65606	1.55202	187246	187276	31	YAR030C
337	chrI	186391	186419	+	186418	1.241616	0.620808	186391	186419	29	YAR031W
338	chrI	186903	187006	+	186986	179.723864	52.768663	186951	186997	47	NA
339	chrI	187161	187248	+	187171	10.24333	3.414443	187161	187224	64	NA
340	chrI	187290	187448	+	187395	49.043822	10.864137	187318	187422	105	NA
341	chrI	188006	188091	+	188055	236.83818	54.010279	188045	188065	21	YAR033W
345	chrI	189296	189318	+	189300	11.484945	4.345655	189296	189313	18	YAR035W
346	chrI	189666	189666	+	189666	3.724847	3.724847	189666	189666	1	YAR035W
347	chrI	190149	190213	+	190163	37.869277	19.245042	190163	190195	33	YAR035W
348	chrI	190331	190385	+	190381	4.65606	1.55202	190331	190382	52	NA
349	chrI	191528	191674	+	191563	22.03868	5.276866	191531	191624	94	NA
350	chrI	191774	191830	+	191817	4.656059	1.862423	191778	191817	40	NA
351	chrI	191916	192049	+	191933	27.936354	8.380905	191926	191983	58	NA
352	chrI	192525	192701	+	192583	162.030849	19.555446	192562	192619	58	YAR042W
353	chrI	192896	192949	+	192898	5.587271	1.862423	192898	192949	52	NA
357	chrI	193699	193729	+	193728	5.276866	2.793635	193728	193729	2	NA
358	chrI	194144	194204	+	194173	5.276868	1.241616	194144	194203	60	NA
360	chrI	194433	194576	+	194576	11.174544	1.55202	194449	194576	128	NA
365	chrI	195518	195859	+	195813	25.453125	6.518482	195592	195815	224	NA
366	chrI	195897	196043	+	195947	3.724848	0.931212	195917	196026	110	NA
2360	chrI	202505	202526	-	202526	1.241616	0.620808	202505	202526	22	YAR047C
376	chrI	207597	207636	+	207624	7.13929	2.172827	207603	207624	22	NA
377	chrI	207884	207902	+	207887	3.724848	1.55202	207887	207902	16	YAR053W
378	chrI	208166	208224	+	208224	2.483232	0.620808	208166	208224	59	YAR053W
381	chrI	225393	225420	+	225413	5.897675	2.172827	225401	225415	15	YAR071W
382	chrI	225666	225699	+	225686	4.966463	1.862423	225678	225692	15	NA
383	chrI	226449	226459	+	226450	3.724847	1.862423	226449	226456	8	NA
384	chrI	227481	227521	+	227521	10.243329	4.345655	227496	227521	26	YAR073W
2879	chrII	237434	237622	-	237478	3970.065899	1649.175924	237478	237532	55	YBL001C
2880	chrII	237738	237842	-	237757	4.345656	0.620808	237750	237824	75	YBL001C
2881	chrII	237991	238088	-	238019	5.587272	1.55202	238019	238084	66	YBL001C
803	chrII	236024	236059	+	236059	9.622522	2.483231	236037	236059	23	YBL002W
804	chrII	236242	236480	+	236469	3219.509269	1052.579627	236408	236472	65	YBL002W
2873	chrII	235806	235923	-	235819	12859.102396	3364.778283	235812	235846	35	YBL003C
2874	chrII	235961	236014	-	235971	62.391186	15.830599	235963	235996	34	YBL003C
2875	chrII	236208	236229	-	236208	6.828886	3.414443	236208	236218	11	YBL003C
386	chrII	5894	5932	+	5930	2.483232	1.55202	5894	5932	39	NA
766	chrII	227461	227586	+	227529	1180.46604	160.789221	227511	227572	62	YBL004W
401	chrII	24374	24535	+	24517	8.380908	0.931212	24424	24532	109	NA
402	chrII	24604	24697	+	24680	7.139292	1.55202	24607	24691	85	NA
745	chrII	217329	217433	+	217408	222.249196	71.392897	217388	217421	34	YBL005W
391	chrII	9331	9332	+	9332	15.520195	15.209791	9332	9332	1	NA
756	chrII	220693	220706	+	220702	1.241616	0.620808	220693	220706	14	YBL005W-A
757	chrII	220862	220996	+	220948	125.40318	23.9011	220888	220977	90	YBL005W-A
758	chrII	221275	221365	+	221302	53.389478	12.105752	221293	221362	70	YBL005W-A
2861	chrII	217093	217204	-	217150	1529.360027	250.806352	217123	217160	38	YBL006C
2862	chrII	217263	217387	-	217283	22.038679	9.312117	217268	217305	38	YBL006C
2863	chrII	217915	217933	-	217933	1.862424	0.931212	217915	217933	19	YBL006C
742	chrII	216509	216562	+	216509	1.241616	0.310404	216509	216562	54	YBL006W-A
2858	chrII	216371	216478	-	216415	1841.005541	473.676352	216404	216422	19	YBL007C
2859	chrII	216595	216786	-	216700	24.211507	9.932925	216669	216720	52	YBL007C
408	chrII	29989	30004	+	29989	1.241616	0.310404	29989	30004	16	NA
409	chrII	30467	30532	+	30475	5.897676	1.55202	30471	30517	47	NA
410	chrII	30757	30784	+	30757	2.793636	1.241616	30757	30784	28	NA
412	chrII	32019	32043	+	32021	3.10404	0.931212	32020	32043	24	NA
416	chrII	33562	33606	+	33563	5.587272	1.241616	33563	33605	43	NA
419	chrII	34577	34612	+	34588	1.862424	0.620808	34577	34612	36	NA
734	chrII	209528	209630	+	209576	99.329252	32.902813	209566	209614	49	YBL008W
421	chrII	37215	37535	+	37311	18.62424	1.55202	37242	37483	242	NA
422	chrII	37566	37685	+	37626	17.072217	7.13929	37582	37658	77	NA
423	chrII	37920	37971	+	37953	2.793636	1.241616	37920	37971	52	NA
424	chrII	38032	38113	+	38113	3.724848	0.931212	38032	38113	82	NA
426	chrII	38324	38679	+	38623	79.463407	19.245042	38425	38636	212	NA
730	chrII	207100	207222	+	207160	36.317261	10.243329	207141	207174	34	YBL009W
2384	chrII	10132	10355	-	10322	32.902822	2.483231	10143	10347	205	NA
2842	chrII	206922	207002	-	206951	105.847732	15.830599	206940	206984	45	YBL010C
428	chrII	39345	39436	+	39345	2.172828	0.620808	39345	39436	92	NA
429	chrII	39589	39614	+	39589	2.483232	0.931212	39589	39614	26	NA
430	chrII	39751	39800	+	39751	2.172828	0.620808	39751	39800	50	NA
433	chrII	39973	40280	+	40179	58.976752	4.966462	40027	40218	192	NA
717	chrII	203421	203510	+	203437	225.663641	38.17968	203436	203471	36	YBL011W
2386	chrII	11276	11377	-	11317	9.312118	3.724847	11306	11349	44	NA
2394	chrII	13309	13372	-	13343	2.172828	0.620808	13309	13372	64	NA
435	chrII	40974	41205	+	41190	28.867567	3.724847	40997	41204	208	NA
436	chrII	41516	41517	+	41516	1.862424	1.241616	41516	41517	2	NA
439	chrII	41951	42067	+	42041	11.174543	2.172827	41989	42059	71	NA
441	chrII	42516	42709	+	42516	16.45141	4.966462	42516	42670	155	NA
713	chrII	201957	202100	+	202045	31.6612	6.518482	201990	202058	69	YBL013W
2396	chrII	14406	14553	-	14411	18.934641	3.414443	14411	14527	117	NA
2397	chrII	14591	14673	-	14663	16.141007	4.035251	14606	14671	66	NA
2398	chrII	14899	14921	-	14900	4.656059	3.104039	14900	14921	22	NA
2400	chrII	15425	15556	-	15555	13.347369	5.58727	15464	15556	93	NA
2402	chrII	15942	15945	-	15944	7.139291	4.656059	15943	15945	3	NA
2403	chrII	16168	16212	-	16185	5.897675	2.793635	16185	16212	28	NA
2407	chrII	17309	17328	-	17310	4.345655	3.414443	17310	17311	2	NA
2408	chrII	17436	17567	-	17485	14.278582	2.172827	17436	17554	119	NA
2409	chrII	17629	17669	-	17629	3.724848	1.55202	17629	17669	41	NA
2833	chrII	201627	201868	-	201777	158.305997	29.488371	201713	201779	67	YBL014C
2834	chrII	202012	202016	-	202016	1.241616	0.931212	202012	202016	5	YBL014C
2835	chrII	202175	202306	-	202284	19.865852	3.724847	202202	202284	83	YBL014C
443	chrII	43570	43578	+	43570	2.483232	1.241616	43570	43578	9	NA
444	chrII	43710	43757	+	43731	2.483232	0.931212	43710	43757	48	NA
696	chrII	193653	193690	+	193677	1.862424	0.620808	193653	193690	38	YBL015W
697	chrII	193915	194053	+	194045	380.865591	146.510641	194019	194045	27	YBL015W
449	chrII	45977	46164	+	45981	360.37894	69.530474	45981	46087	107	NA
689	chrII	191912	192101	+	191979	36.627665	7.760098	191912	192043	132	YBL016W
690	chrII	192341	192456	+	192423	348.273181	53.389471	192365	192429	65	YBL016W
2810	chrII	191586	191713	-	191626	307.610274	99.639652	191615	191678	64	YBL017C
2811	chrII	191745	191873	-	191749	1140.423937	202.693747	191749	191791	43	YBL017C
2813	chrII	192028	192134	-	192064	33.21322	19.86585	192060	192073	14	YBL017C
2814	chrII	192168	192221	-	192206	11.174543	2.793635	192174	192221	48	YBL017C
2428	chrII	22968	23192	-	23191	18.003431	3.724847	23023	23191	169	NA
2430	chrII	23437	23658	-	23509	12.105756	1.241616	23490	23632	143	NA
2784	chrII	186469	186563	-	186508	547.242081	141.233775	186504	186524	21	YBL018C
2785	chrII	186656	186686	-	186656	1.241616	0.620808	186656	186686	31	YBL018C
683	chrII	184231	184433	+	184321	88.465119	20.176254	184293	184379	87	YBL019W
460	chrII	49766	49772	+	49772	1.241616	0.931212	49766	49772	7	NA
461	chrII	49854	49969	+	49906	6.518484	1.55202	49884	49961	78	NA
