cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
2153	chrI	98072	98075	-	98075	1.169316	0.779544	98072	98075	4	NA	YAL043C
2154	chrI	98236	98284	-	98248	2.923291	1.169317	98236	98278	43	NA	YAL043C
2155	chrI	98502	98646	-	98540	12.862481	4.872153	98530	98609	80	NA	YAL043C
2156	chrI	98697	98770	-	98709	6.43124	3.702836	98705	98711	7	NA	YAL043C
2158	chrI	98911	99034	-	98929	8.3801	1.753975	98922	99018	97	NA	YAL043C
2159	chrI	99085	99276	-	99165	30.792	12.472711	99153	99233	81	NA	YAL043C
2161	chrI	99309	99616	-	99565	31.181771	7.405672	99355	99594	240	NA	YAL043C
2162	chrI	99649	99682	-	99654	70.353883	49.890844	99652	99655	4	NA	YAL043C
2164	chrI	100355	100993	-	100757	292.913798	17.344864	100499	100887	389	NA	YAL044C
2166	chrI	101809	101813	-	101812	1.559088	0.779544	101809	101813	5	NA	YAL045C
2168	chrI	102453	102479	-	102454	1.753975	0.974431	102453	102479	27	NA	YAL045C
2169	chrI	102783	102813	-	102783	1.169316	0.389772	102783	102813	31	NA	YAL045C
2170	chrI	102860	102923	-	102915	1.94886	0.389772	102884	102923	40	NA	YAL045C
2171	chrI	102955	103092	-	103091	6.43124	2.533519	102968	103091	124	NA	YAL045C
2172	chrI	103383	103424	-	103385	2.533519	1.753975	103385	103423	39	NA	YAL045C
2173	chrI	103477	103575	-	103535	4.092607	1.169317	103483	103542	60	NA	YAL045C
2175	chrI	103851	103902	-	103851	2.143747	1.364203	103851	103902	52	NA	YAL045C
2176	chrI	104022	104052	-	104023	2.143747	0.974431	104022	104047	26	NA	YAL045C
2177	chrI	104419	104447	-	104419	1.169316	0.584658	104419	104447	29	NA	YAL045C
2178	chrI	104581	104584	-	104582	1.753975	0.974431	104581	104584	4	NA	YAL045C
2181	chrI	105252	105273	-	105252	1.169316	0.389772	105252	105273	22	NA	YAL045C
2182	chrI	105546	105589	-	105563	2.923291	1.364203	105552	105589	38	NA	YAL045C
2183	chrI	105688	105806	-	105733	5.456809	2.533519	105719	105802	84	NA	YAL045C
2185	chrI	106405	106438	-	106423	5.067038	4.092608	106407	106423	17	NA	YAL046C
2186	chrI	106540	106615	-	106598	13.642026	7.210786	106573	106598	26	NA	YAL046C
2187	chrI	106765	106794	-	106765	2.923291	1.169317	106765	106788	24	NA	YAL046C
2189	chrI	106916	107092	-	107044	14.42157	3.118178	106981	107065	85	NA	YAL046C
2190	chrI	107226	107281	-	107227	19.488608	14.616458	107227	107244	18	NA	YAL046C
2191	chrI	107315	108006	-	107794	114.7879	11.888053	107417	107846	430	NA	YAL046C
2192	chrI	108036	108223	-	108185	8.769871	0.974431	108086	108195	110	NA	YAL046C
2194	chrI	108346	108515	-	108447	5.261922	0.584658	108375	108491	117	NA	YAL046C
2197	chrI	109251	109457	-	109425	9.35453	1.364203	109253	109453	201	NA	YAL047C
2198	chrI	109544	109664	-	109595	5.067036	0.779544	109564	109659	96	NA	YAL047C
2199	chrI	109699	109703	-	109701	3.313063	1.753975	109699	109703	5	NA	YAL047C
2200	chrI	109971	109999	-	109971	2.533518	0.389772	109971	109997	27	NA	YAL047C
2201	chrI	110091	110091	-	110091	1.169317	1.169317	110091	110091	1	NA	YAL047C
2204	chrI	110919	111011	-	110973	9.939189	3.118178	110937	110982	46	NA	YAL048C
2205	chrI	111140	111196	-	111140	1.169316	0.194886	111140	111196	57	NA	YAL048C
2206	chrI	111561	111573	-	111561	1.559088	0.389772	111561	111573	13	NA	YAL048C
2208	chrI	112080	112099	-	112099	1.948861	0.974431	112080	112099	20	NA	YAL048C
2209	chrI	112462	112490	-	112473	2.143746	0.779544	112468	112479	12	NA	YAL048C
2210	chrI	112708	112734	-	112708	1.169316	0.389772	112708	112734	27	NA	YAL048C
2211	chrI	112803	112911	-	112844	9.354532	3.897722	112843	112890	48	NA	YAL048C
2212	chrI	112991	113037	-	113035	5.651695	1.753975	112991	113035	45	NA	YAL048C
2213	chrI	113187	113301	-	113218	21.437468	6.041469	113216	113270	55	NA	YAL048C
2215	chrI	113873	113884	-	113874	1.169316	0.584658	113873	113884	12	NA	YAL049C
2216	chrI	114029	114084	-	114053	1.559088	0.389772	114029	114084	56	NA	YAL049C
2219	chrI	118782	118791	-	118784	2.143747	1.364203	118782	118784	3	NA	YAL054C
2224	chrI	126990	127349	-	127212	68.210129	15.201117	127031	127308	278	NA	YAL063C
2226	chrI	127456	127619	-	127478	13.836909	2.338633	127478	127608	131	NA	YAL063C
2228	chrI	127653	127800	-	127682	23.581216	4.872153	127655	127757	103	NA	YAL063C
2231	chrI	128039	128111	-	128075	257.054775	104.458955	128052	128100	49	NA	YAL063C
2234	chrI	128656	128947	-	128656	26.114729	3.50795	128656	128924	269	NA	YAL063C-A
2236	chrI	130417	130509	-	130460	12.277823	4.287494	130442	130497	56	NA	NA
2237	chrI	131932	132012	-	131974	1.753974	0.389772	131932	132012	81	NA	NA
2239	chrI	134657	134735	-	134734	2.533519	0.974431	134657	134734	78	NA	YAL064C-A
2240	chrI	134927	134960	-	134948	2.143746	0.779544	134927	134960	34	NA	YAL064C-A
2242	chrI	135146	135154	-	135154	1.559089	1.364203	135146	135154	9	NA	YAL064C-A
2243	chrI	135390	135476	-	135476	2.533518	0.584658	135409	135476	68	NA	YAL064C-A
2248	chrI	136613	136739	-	136707	7.015897	0.974431	136640	136730	91	NA	NA
2250	chrI	137399	137485	-	137473	4.092608	0.974431	137423	137485	63	NA	NA
2252	chrI	137846	138075	-	138048	90.427151	20.657928	137976	138048	73	NA	YAL065C
2253	chrI	138112	138301	-	138174	173.448631	32.351094	138141	138214	74	NA	YAL065C
2257	chrI	139646	139837	-	139724	17.734632	3.118178	139678	139772	95	NA	YAL067C
2258	chrI	140032	140073	-	140054	2.143746	0.584658	140032	140072	41	NA	YAL067C
2259	chrI	140204	140244	-	140236	64.507302	30.207347	140213	140237	25	NA	YAL067C
2260	chrI	140471	140534	-	140471	74.641377	32.54598	140471	140524	54	NA	YAL067C
2261	chrI	140655	140720	-	140687	112.644168	47.941983	140656	140690	35	NA	YAL067C
2262	chrI	141182	141392	-	141230	1395.579431	169.161144	141214	141364	151	NA	YAL067C
2268	chrI	143302	143363	-	143323	4.872151	1.169317	143302	143346	45	NA	NA
2269	chrI	143748	143783	-	143770	4.677266	3.50795	143751	143770	20	NA	NA
2270	chrI	148030	148167	-	148052	5.651695	1.364203	148051	148141	91	NA	YAL068C
2273	chrI	148618	148713	-	148694	6.431241	1.559089	148627	148695	69	NA	YAL068C
2274	chrI	148829	149057	-	148906	9.939187	1.753975	148850	148997	148	NA	YAL068C
2275	chrI	149094	149485	-	149374	36.24881	6.236356	149192	149447	256	NA	YAL068C
2277	chrI	149747	149825	-	149747	9.549418	1.753975	149747	149797	51	NA	YAL068C
2278	chrI	149856	149915	-	149914	5.846582	2.533519	149907	149915	9	NA	YAL068C
2279	chrI	150184	150318	-	150184	21.242581	11.888053	150184	150302	119	NA	YAL068C
2280	chrI	150422	150599	-	150546	25.335192	5.651697	150492	150550	59	NA	YAL068C
2281	chrI	150654	150715	-	150672	10.91362	2.533519	150672	150715	44	NA	YAL068C
2282	chrI	150973	151100	-	150983	16.565318	3.313064	150983	151100	118	NA	YAL068C
2286	chrI	154303	154637	-	154379	139.733328	24.55565	154346	154538	193	NA	YAR002C-A
2288	chrI	157066	157142	-	157066	1.559088	0.389772	157066	157142	77	NA	YAR007C
2289	chrI	157187	157528	-	157236	18.319288	2.143747	157226	157426	201	NA	YAR007C
2291	chrI	157909	158018	-	157911	24.360764	6.626128	157909	158000	92	NA	YAR007C
2292	chrI	158154	158392	-	158162	55.737423	7.795444	158162	158390	229	NA	YAR007C
2294	chrI	158479	158561	-	158503	16.95509	10.134078	158502	158545	44	NA	YAR007C
2297	chrI	161341	161395	-	161354	8.964758	1.559089	161343	161395	53	NA	YAR009C
2298	chrI	163564	163576	-	163575	1.169316	0.389772	163564	163576	13	NA	YAR009C
2299	chrI	164039	164108	-	164094	20.268153	4.287494	164041	164101	61	NA	YAR009C
2300	chrI	167047	167101	-	167063	7.99033	4.872153	167053	167085	33	NA	YAR014C
2301	chrI	167286	167655	-	167378	70.938531	14.421572	167315	167589	275	NA	YAR014C
2303	chrI	167708	167823	-	167754	27.089167	16.175547	167753	167795	43	NA	YAR014C
2304	chrI	167888	168052	-	167936	45.79823	11.888053	167935	167992	58	NA	YAR014C
2305	chrI	168132	168554	-	168157	106.992461	38.197678	168156	168529	374	NA	YAR014C
2308	chrI	168607	168707	-	168619	111.864622	33.325525	168616	168637	22	NA	YAR014C
2312	chrI	170679	170795	-	170738	10.91362	4.287494	170713	170760	48	NA	YAR018C
2313	chrI	171025	171062	-	171054	1.169316	0.779544	171025	171062	38	NA	YAR018C
2314	chrI	171362	171408	-	171380	2.143746	0.779544	171362	171382	21	NA	YAR018C
2317	chrI	173604	173637	-	173604	1.169316	0.389772	173604	173637	34	NA	YAR019C
2318	chrI	173721	173760	-	173721	1.364202	0.389772	173721	173760	40	NA	YAR019C
2319	chrI	174061	174082	-	174071	1.169316	0.389772	174061	174082	22	NA	YAR019C
2321	chrI	174153	174185	-	174185	1.559089	1.169317	174153	174185	33	NA	YAR019C
2322	chrI	174553	174598	-	174555	7.600558	2.923292	174554	174574	21	NA	YAR019C
2323	chrI	174639	174689	-	174689	2.143747	1.364203	174645	174689	45	NA	YAR019C
2326	chrI	176928	176995	-	176958	2.533518	0.584658	176933	176993	61	NA	YAR020C
2329	chrI	179414	179459	-	179459	1.364202	0.584658	179414	179459	46	NA	YAR023C
2330	chrI	179587	179785	-	179739	37.223243	6.041469	179617	179740	124	NA	YAR023C
2334	chrI	180756	180857	-	180824	8.574987	2.338633	180785	180829	45	NA	NA
2335	chrI	180906	181013	-	180946	36.833471	8.964761	180934	181008	75	NA	NA
2336	chrI	181613	181715	-	181700	5.651695	0.974431	181618	181711	94	NA	NA
2337	chrI	181884	181918	-	181899	3.118177	1.753975	181890	181907	18	NA	NA
2338	chrI	182126	182506	-	182385	37.807899	6.041469	182190	182454	265	NA	NA
2340	chrI	183545	183570	-	183545	2.143747	1.753975	183545	183562	18	NA	NA
2342	chrI	184153	184198	-	184153	1.559088	0.389772	184153	184198	46	NA	NA
2346	chrI	187870	187927	-	187901	2.143746	0.584658	187876	187924	49	NA	NA
2348	chrI	188951	189104	-	189003	31.181775	7.210786	188987	189077	91	NA	NA
2349	chrI	189998	190069	-	190041	46.188007	9.159647	190027	190066	40	NA	NA
2350	chrI	191148	191161	-	191152	1.948861	1.169317	191148	191152	5	NA	NA
2351	chrI	191266	191404	-	191361	8.3801	1.364203	191301	191401	101	NA	NA
2352	chrI	191451	191469	-	191469	1.364203	0.974431	191451	191469	19	NA	NA
2353	chrI	191858	191920	-	191892	15.785774	3.313064	191858	191919	62	NA	NA
2354	chrI	198021	198050	-	198050	3.313063	1.559089	198028	198050	23	NA	NA
2355	chrI	198181	198392	-	198234	27.089165	4.872153	198209	198353	145	NA	NA
2356	chrI	198687	198749	-	198738	18.709063	3.897722	198713	198738	26	NA	NA
2357	chrI	198936	199038	-	199014	17.734635	7.210786	198992	199014	23	NA	NA
2358	chrI	200359	200461	-	200419	25.91985	8.380103	200400	200428	29	NA	NA
2361	chrI	204812	204846	-	204827	1.364202	0.389772	204812	204846	35	NA	NA
2363	chrI	205889	205991	-	205946	3.507948	0.779544	205895	205985	91	NA	NA
2364	chrI	206080	206128	-	206125	1.753974	0.779544	206080	206128	49	NA	NA
2366	chrI	206374	206399	-	206393	3.118177	1.169317	206390	206398	9	NA	NA
2369	chrI	206888	207468	-	207101	94.129978	10.718736	207000	207352	353	NA	NA
2371	chrI	207555	207741	-	207686	23.970988	4.872153	207620	207689	70	NA	NA
2372	chrI	208065	208102	-	208069	7.405671	2.338633	208069	208098	30	NA	NA
2373	chrI	208599	208718	-	208653	17.929521	4.677267	208620	208672	53	NA	NA
2374	chrI	208773	208868	-	208821	4.482379	0.974431	208774	208863	90	NA	NA
2375	chrI	208927	209010	-	208927	6.821011	1.948861	208927	209008	82	NA	NA
2376	chrI	209204	209237	-	209231	1.559088	0.389772	209204	209237	34	NA	NA
2377	chrI	210757	210821	-	210802	4.287494	0.974431	210798	210820	23	NA	NA
2379	chrI	223018	223069	-	223040	3.50795	1.364203	223022	223062	41	NA	NA
2380	chrI	227249	227300	-	227270	6.821013	2.143747	227258	227276	19	NA	NA
2381	chrII	443	469	-	466	1.559088	0.584658	443	469	27	NA	YBL001C
2382	chrII	1099	1206	-	1144	15.785772	3.50795	1116	1166	51	NA	YBL001C
2383	chrII	10103	10245	-	10209	12.472706	0.974431	10141	10243	103	NA	YBL010C
2386	chrII	11306	11360	-	11317	10.52385	3.50795	11311	11358	48	NA	YBL012C
2387	chrII	11944	11995	-	11944	1.559088	0.389772	11944	11995	52	NA	YBL012C
2388	chrII	12271	12289	-	12271	1.169316	0.389772	12271	12289	19	NA	YBL012C
2389	chrII	12415	12473	-	12443	1.364202	0.389772	12415	12473	59	NA	YBL012C
2390	chrII	12597	12645	-	12605	2.923291	0.974431	12597	12645	49	NA	YBL012C
2391	chrII	12717	12767	-	12743	2.533519	0.974431	12721	12743	23	NA	YBL012C
2392	chrII	12806	13045	-	12900	57.686285	9.354533	12847	12982	136	NA	YBL012C
2393	chrII	13075	13121	-	13121	3.897722	1.364203	13075	13121	47	NA	YBL012C
2396	chrII	14409	14684	-	14411	19.293718	2.338633	14411	14664	254	NA	YBL014C
2398	chrII	14733	14934	-	14900	9.159644	1.169317	14768	14900	133	NA	YBL014C
2399	chrII	15257	15287	-	15258	3.50795	1.753975	15258	15278	21	NA	YBL014C
2400	chrII	15459	15646	-	15555	17.539744	4.092608	15491	15624	134	NA	YBL014C
2401	chrII	15809	15820	-	15811	2.533519	0.974431	15809	15814	6	NA	YBL014C
2402	chrII	15856	15946	-	15944	10.913619	3.897722	15875	15945	71	NA	YBL014C
2403	chrII	16184	16205	-	16185	3.702836	1.559089	16185	16204	20	NA	YBL014C
2404	chrII	16381	16400	-	16400	1.948861	0.974431	16389	16400	12	NA	YBL014C
2405	chrII	16700	16756	-	16730	3.118177	1.753975	16706	16748	43	NA	YBL014C
2406	chrII	16922	16952	-	16924	2.143747	1.169317	16924	16939	16	NA	YBL014C
2407	chrII	17308	17786	-	17358	65.286834	5.456811	17314	17757	444	NA	YBL014C
2412	chrII	18621	18774	-	18761	5.456809	2.143747	18669	18762	94	NA	YBL017C
2414	chrII	19233	19313	-	19233	1.169316	0.194886	19233	19313	81	NA	YBL017C
2415	chrII	19651	19655	-	19651	1.169316	0.584658	19651	19655	5	NA	YBL017C
2417	chrII	19819	19871	-	19848	4.287494	3.118178	19835	19848	14	NA	YBL017C
2418	chrII	20237	20326	-	20305	11.693165	6.041469	20278	20305	28	NA	YBL017C
2419	chrII	20738	20756	-	20756	2.143747	1.169317	20738	20756	19	NA	YBL017C
2420	chrII	20943	21005	-	20943	3.118177	1.753975	20943	21005	63	NA	YBL017C
2424	chrII	22310	22385	-	22376	3.507949	1.169317	22312	22377	66	NA	YBL018C
2425	chrII	22608	22609	-	22609	1.559089	1.169317	22608	22609	2	NA	YBL018C
2426	chrII	22641	22738	-	22711	8.964758	2.338633	22675	22735	61	NA	YBL018C
2427	chrII	22830	22903	-	22835	2.728404	0.779544	22835	22898	64	NA	YBL018C
2428	chrII	22939	23227	-	23191	30.207341	2.728406	23026	23191	166	NA	YBL018C
2429	chrII	23349	23419	-	23395	5.261924	1.364203	23374	23397	24	NA	YBL018C
2433	chrII	25287	25416	-	25289	5.45681	1.948861	25289	25394	106	NA	YBL021C
2435	chrII	25685	25708	-	25706	1.364202	0.389772	25685	25708	24	NA	YBL021C
2436	chrII	25955	26104	-	26104	3.702834	0.779544	25955	26104	150	NA	YBL021C
2437	chrII	26231	26261	-	26237	3.702836	1.169317	26235	26254	20	NA	YBL021C
2438	chrII	26526	26551	-	26550	1.364202	0.584658	26526	26551	26	NA	YBL021C
2439	chrII	26725	26734	-	26726	3.118178	1.753975	26725	26727	3	NA	YBL021C
2441	chrII	26788	26989	-	26967	4.872151	0.974431	26821	26970	150	NA	YBL021C
2442	chrII	27216	27256	-	27255	4.677266	2.338633	27233	27255	23	NA	YBL021C
2443	chrII	27496	27549	-	27549	3.118176	0.584658	27496	27549	54	NA	YBL021C
2444	chrII	27829	27890	-	27853	3.897721	2.338633	27839	27865	27	NA	YBL021C
2445	chrII	27946	28023	-	28000	4.482379	0.974431	27949	28023	75	NA	YBL021C
2446	chrII	28062	28713	-	28273	423.877276	66.65105	28224	28606	383	NA	YBL021C
2448	chrII	29299	29370	-	29348	5.846581	2.533519	29321	29360	40	NA	NA
2449	chrII	29487	29670	-	29558	11.693163	2.533519	29496	29593	98	NA	NA
2450	chrII	36226	36293	-	36234	69.769224	18.709067	36226	36267	42	NA	NA
2452	chrII	40542	40558	-	40555	1.559088	0.584658	40542	40558	17	NA	NA
2459	chrII	46706	47039	-	46982	60.2198	14.0318	46784	47010	227	NA	YBL030C
2462	chrII	47722	47780	-	47779	27.089169	14.421572	47731	47779	49	NA	YBL033C
2464	chrII	47810	48374	-	48135	132.912307	15.980661	47938	48277	340	NA	YBL033C
2467	chrII	48411	48561	-	48561	166.042959	130.573694	48529	48561	33	NA	YBL033C
2471	chrII	49608	49692	-	49666	2.143746	0.584658	49615	49692	78	NA	NA
2472	chrII	49789	49930	-	49858	7.015898	2.143747	49791	49911	121	NA	NA
2473	chrII	51167	51204	-	51204	1.364202	0.584658	51167	51204	38	NA	YBL034C
2474	chrII	51445	51628	-	51549	27.284053	7.990331	51467	51604	138	NA	YBL034C
2475	chrII	52013	52224	-	52070	6.041467	1.169317	52014	52224	211	NA	YBL034C
2478	chrII	52754	52797	-	52795	2.143747	1.169317	52781	52797	17	NA	YBL034C
2479	chrII	53044	53095	-	53045	1.94886	0.389772	53045	53087	43	NA	YBL034C
2481	chrII	53859	53908	-	53871	1.94886	0.779544	53862	53908	47	NA	YBL034C
2483	chrII	55422	55485	-	55454	1.753974	0.779544	55422	55485	64	NA	YBL034C
2484	chrII	55833	55916	-	55833	1.753974	0.389772	55833	55916	84	NA	YBL034C
2486	chrII	57144	57146	-	57145	2.533519	1.364203	57144	57146	3	NA	YBL034C
2487	chrII	57427	57466	-	57463	3.702835	0.974431	57427	57465	39	NA	YBL034C
2488	chrII	57993	58001	-	57993	2.533519	1.364203	57993	57995	3	NA	YBL034C
2489	chrII	58105	58136	-	58112	1.753974	0.779544	58105	58136	32	NA	YBL034C
2490	chrII	58293	58333	-	58319	1.559088	0.389772	58293	58333	41	NA	YBL034C
2491	chrII	58604	58631	-	58627	1.364202	0.584658	58604	58631	28	NA	YBL034C
2492	chrII	58760	58818	-	58760	2.143746	0.584658	58760	58818	59	NA	YBL034C
2493	chrII	58995	59032	-	59019	1.559088	0.584658	58995	59032	38	NA	YBL034C
2494	chrII	59170	59449	-	59364	110.500418	13.836914	59329	59429	101	NA	YBL034C
2496	chrII	60052	60211	-	60070	20.073264	3.50795	60070	60181	112	NA	YBL035C
2498	chrII	60427	60446	-	60443	2.923291	1.948861	60443	60446	4	NA	YBL035C
2501	chrII	61563	61635	-	61579	11.498278	4.092608	61563	61609	47	NA	YBL036C
2502	chrII	61907	62223	-	62143	23.581213	4.092608	61965	62194	230	NA	YBL036C
2503	chrII	62260	62479	-	62281	18.31929	2.728406	62260	62478	219	NA	YBL036C
2506	chrII	67498	67607	-	67567	3.313062	0.779544	67501	67581	81	NA	YBL039C
2507	chrII	67853	67853	-	67853	1.169317	1.169317	67853	67853	1	NA	YBL039C
2508	chrII	68361	68504	-	68378	6.236354	1.364203	68365	68504	140	NA	YBL039C
2509	chrII	68550	68594	-	68594	1.559089	0.974431	68550	68594	45	NA	YBL039C
2510	chrII	68698	68901	-	68811	28.648256	8.769875	68757	68830	74	NA	YBL039C
2512	chrII	69101	69129	-	69128	8.96476	3.313064	69101	69128	28	NA	YBL039C
2513	chrII	69402	69445	-	69440	10.913622	6.431242	69403	69441	39	NA	YBL039C
2521	chrII	73390	73410	-	73408	4.48238	3.50795	73407	73408	2	NA	YBL042C
2522	chrII	73607	73609	-	73607	1.169316	0.584658	73607	73609	3	NA	YBL042C
2523	chrII	73667	73744	-	73733	6.041469	2.338633	73714	73735	22	NA	YBL042C
2524	chrII	73838	73920	-	73857	2.533518	0.584658	73854	73917	64	NA	YBL042C
2525	chrII	73983	74100	-	74019	3.507948	0.779544	73983	74093	111	NA	YBL042C
2527	chrII	74291	74480	-	74308	10.328961	2.143747	74308	74469	162	NA	YBL042C
2528	chrII	74511	74597	-	74539	7.405669	1.559089	74519	74579	61	NA	YBL042C
2531	chrII	80251	80252	-	80251	3.118178	1.753975	80251	80252	2	NA	NA
2533	chrII	80325	80686	-	80683	206.774148	25.724967	80383	80685	303	NA	YBL045C
2536	chrII	81219	81925	-	81600	487.215239	39.366994	81434	81671	238	NA	YBL047C
2537	chrII	81955	82206	-	82031	65.676611	19.878383	81960	82103	144	NA	YBL047C
2538	chrII	82254	82625	-	82316	71.523191	13.252256	82286	82561	276	NA	YBL047C
2540	chrII	82778	82966	-	82829	163.119664	51.839705	82780	82869	90	NA	YBL047C
2541	chrII	83145	84189	-	83159	349.625639	38.197678	83159	84145	987	NA	YBL047C
2545	chrII	84842	85174	-	84901	19.098834	1.364203	84860	85119	260	NA	YBL051C
2547	chrII	85440	85448	-	85440	1.169316	0.779544	85440	85448	9	NA	YBL051C
2548	chrII	85636	85647	-	85636	1.94886	0.779544	85636	85647	12	NA	YBL051C
2549	chrII	85725	85852	-	85800	5.067037	1.364203	85765	85836	72	NA	YBL051C
2550	chrII	86205	86264	-	86240	2.338633	1.364203	86212	86247	36	NA	YBL051C
2554	chrII	86991	87123	-	87030	8.380101	3.118178	87030	87123	94	NA	YBL052C
2555	chrII	87483	87707	-	87531	18.31929	1.948861	87501	87696	196	NA	YBL052C
2559	chrII	89001	89361	-	89008	1678.554058	797.084192	89008	89070	63	NA	YBL055C
2562	chrII	90485	90554	-	90509	1.753974	0.584658	90485	90554	70	NA	YBL059C-A
2563	chrII	92070	92232	-	92219	22.801672	7.405672	92121	92222	102	NA	NA
2564	chrII	93899	94067	-	94046	16.955088	3.702836	93928	94047	120	NA	YBL064C
2565	chrII	94346	94423	-	94346	3.313063	0.974431	94346	94422	77	NA	YBL064C
2566	chrII	94586	94768	-	94660	10.523847	2.143747	94619	94732	114	NA	YBL064C
2568	chrII	94877	94909	-	94879	2.923291	1.948861	94879	94901	23	NA	YBL064C
2570	chrII	94944	95413	-	95177	23.58121	1.948861	94990	95321	332	NA	YBL064C
2571	chrII	95478	95661	-	95507	47.357318	14.0318	95500	95593	94	NA	YBL064C
2577	chrII	97147	97187	-	97170	2.338633	1.559089	97154	97171	18	NA	YBL066C
2580	chrII	98616	98664	-	98616	3.118177	2.143747	98616	98663	48	NA	YBL066C
2581	chrII	99313	99344	-	99322	1.169316	0.779544	99313	99344	32	NA	YBL066C
2582	chrII	99393	99497	-	99445	5.45681	3.118178	99411	99477	67	NA	YBL066C
2583	chrII	99533	99563	-	99561	1.169316	0.389772	99533	99563	31	NA	YBL066C
2584	chrII	99712	99713	-	99713	1.169316	0.779544	99712	99713	2	NA	YBL066C
2585	chrII	99820	99834	-	99824	2.923291	0.974431	99820	99834	15	NA	YBL066C
2588	chrII	100628	100946	-	100922	179.879869	62.558441	100766	100924	159	NA	YBL067C
2591	chrII	105658	105693	-	105670	5.067038	3.118178	105670	105681	12	NA	YBL070C
2594	chrII	105725	106635	-	106296	168.18669	14.616458	105771	106333	563	NA	YBL070C
2595	chrII	106666	106696	-	106680	7.210785	2.533519	106679	106684	6	NA	YBL070C
2596	chrII	106750	107050	-	106851	25.140302	9.354533	106792	106988	197	NA	YBL070C
2597	chrII	107129	107340	-	107330	43.069825	8.964761	107178	107330	153	NA	YBL070C
2601	chrII	110292	110465	-	110308	34.29995	3.118178	110307	110417	111	NA	YBL071C
2607	chrII	115776	115787	-	115786	3.897722	2.533519	115786	115787	2	NA	YBL072C
2608	chrII	115981	116184	-	116038	26.699392	7.405672	116037	116133	97	NA	YBL072C
2609	chrII	116222	116379	-	116271	11.108506	2.728406	116223	116331	109	NA	YBL072C
2610	chrII	116412	116695	-	116448	17.344859	4.287494	116445	116626	182	NA	YBL072C
2611	chrII	116754	116920	-	116803	297.591086	83.411255	116799	116886	88	NA	YBL072C
2615	chrII	119492	119933	-	119752	85.749878	6.626128	119593	119817	225	NA	YBL074C
2616	chrII	119966	120187	-	120122	12.472707	1.753975	119990	120143	154	NA	YBL074C
2617	chrII	120328	120389	-	120328	1.94886	0.389772	120328	120389	62	NA	YBL074C
2619	chrII	120428	120546	-	120540	3.313062	0.779544	120441	120542	102	NA	YBL074C
2620	chrII	120833	120866	-	120833	3.118178	1.559089	120833	120866	34	NA	YBL074C
2621	chrII	121071	121106	-	121072	2.728404	0.779544	121071	121106	36	NA	YBL074C
2622	chrII	121283	121287	-	121283	1.559089	1.364203	121283	121287	5	NA	YBL074C
2625	chrII	121529	121660	-	121660	8.185215	1.559089	121538	121660	123	NA	YBL074C
2626	chrII	121749	121890	-	121761	25.335192	11.888053	121761	121792	32	NA	YBL074C
2635	chrII	123089	123808	-	123393	272.450747	40.341425	123201	123586	386	NA	YBL075C
2637	chrII	123911	124334	-	124237	112.449272	26.504511	124021	124286	266	NA	YBL075C
2638	chrII	124375	124717	-	124380	62.948201	15.396003	124380	124699	320	NA	YBL075C
2642	chrII	126418	126531	-	126498	4.872151	1.364203	126457	126506	50	NA	NA
2643	chrII	126593	126632	-	126609	2.143747	1.364203	126593	126610	18	NA	NA
2644	chrII	126867	126901	-	126901	2.533519	0.974431	126867	126901	35	NA	NA
2645	chrII	127248	127654	-	127561	175.982151	22.411903	127500	127589	90	NA	NA
2646	chrII	128253	128615	-	128269	29.427793	2.143747	128272	128511	240	NA	YBL076C
2647	chrII	128759	128903	-	128767	44.239143	12.472711	128767	128872	106	NA	YBL076C
2649	chrII	129303	130292	-	130263	130.183894	4.482381	129370	130223	854	NA	YBL076C
2650	chrII	130528	130562	-	130534	1.169316	0.584658	130528	130562	35	NA	YBL076C
2652	chrII	130592	131161	-	131083	82.631695	8.185217	130747	131101	355	NA	YBL076C
2654	chrII	131367	131400	-	131398	5.067039	1.753975	131377	131400	24	NA	YBL076C
2655	chrII	131653	131701	-	131662	1.364202	0.389772	131653	131701	49	NA	YBL076C
2656	chrII	131768	132003	-	131872	23.191443	7.600558	131845	131929	85	NA	YBL076C
2659	chrII	134092	134094	-	134093	1.169316	0.584658	134092	134094	3	NA	NA
2660	chrII	134127	134430	-	134251	43.459595	7.210786	134195	134391	197	NA	YBL078C
2661	chrII	134498	134549	-	134531	17.539748	10.52385	134515	134532	18	NA	YBL078C
2662	chrII	134715	134831	-	134742	18.709063	5.651697	134718	134791	74	NA	YBL078C
2663	chrII	134864	134980	-	134865	9.549417	2.533519	134865	134977	113	NA	YBL078C
2664	chrII	135132	135264	-	135249	36.833471	11.303394	135177	135254	78	NA	YBL078C
2665	chrII	135295	135363	-	135313	31.961319	13.447142	135312	135362	51	NA	YBL078C
2670	chrII	138429	138888	-	138841	40.926074	5.067039	138500	138847	348	NA	YBL080C
2671	chrII	138935	139498	-	139282	30.98688	1.559089	139010	139416	407	NA	YBL080C
2672	chrII	139538	139573	-	139554	3.702836	1.169317	139544	139572	29	NA	YBL080C
2673	chrII	139608	139910	-	139710	24.16587	7.0159	139629	139824	196	NA	YBL080C
2674	chrII	139999	140098	-	140054	20.073267	5.067039	140020	140062	43	NA	YBL080C
2675	chrII	140150	140214	-	140211	77.564671	39.951653	140158	140212	55	NA	YBL080C
